Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,Date,Time,duration,weather,peak
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/5/2019 4:39,"3.1034617, 101.600375",12 meter,6/5/2019,4:39:36,10,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/5/2019 4:39,"3.10442, 101.6003467",76 meter,6/5/2019,4:39:46,10,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/5/2019 4:41,"3.1052833, 101.6061333",130 meter,6/5/2019,4:41:31,105,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/5/2019 4:42,"3.1037383, 101.607145",82 meter,6/5/2019,4:42:06,35,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/5/2019 4:42,"3.1018, 101.605915",95 meter,6/5/2019,4:42:31,25,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/5/2019 4:43,"3.0984067, 101.6034917",145 meter,6/5/2019,4:43:16,45,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/5/2019 4:44,"3.0969567, 101.6049917",30 meter,6/5/2019,4:44:06,50,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/5/2019 4:44,"3.0965617, 101.6055433",9 meter,6/5/2019,4:44:16,10,1,0
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/5/2019 4:44,"3.0963183, 101.6059117",51 meter,6/5/2019,4:44:41,25,1,0
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/5/2019 4:45,"3.0974533, 101.6071067",171 meter,6/5/2019,4:45:46,65,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/5/2019 4:46,"3.102005, 101.6085283",102 meter,6/5/2019,4:46:56,70,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/5/2019 4:47,"3.10159, 101.6121183",135 meter,6/5/2019,4:47:46,50,1,0
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/5/2019 4:49,"3.10299, 101.616505",178 meter,6/5/2019,4:49:16,90,1,0
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/5/2019 4:50,"3.107805, 101.6162617",95 meter,6/5/2019,4:50:21,65,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/5/2019 4:50,"3.10937, 101.617",78 meter,6/5/2019,4:50:41,20,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:31,"3.1113254, 101.6123996",0,6/5/2019,4:31:22,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/5/2019 4:32,"3.1091183, 101.6114317",173 meter,6/5/2019,4:32:16,54,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/5/2019 4:47,"3.1015817, 101.6128367",153 meter,6/5/2019,4:47:56,940,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/5/2019 4:50,"3.1101067, 101.6162717",155 meter,6/5/2019,4:50:56,180,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:14,"3.1112033, 101.6120069",0,6/5/2019,4:14:45,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/5/2019 4:16,"3.108715, 101.6113667",116 meter,6/5/2019,4:16:43,118,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/5/2019 4:19,"3.1074383, 101.6068967",72 meter,6/5/2019,4:19:03,140,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/5/2019 4:19,"3.1092833, 101.60534",185 meter,6/5/2019,4:19:33,30,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/5/2019 4:20,"3.1094633, 101.60066",129 meter,6/5/2019,4:20:13,40,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/5/2019 4:20,"3.1094117, 101.5963033",78 meter,6/5/2019,4:20:38,25,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/5/2019 4:22,"3.1015217, 101.59839",180 meter,6/5/2019,4:22:38,120,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/5/2019 4:23,"3.101995, 101.6004933",35 meter,6/5/2019,4:23:28,50,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/5/2019 4:23,"3.1032889, 101.6004241",31 meter,6/5/2019,4:23:43,15,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/5/2019 4:24,"3.1046933, 101.6002867",57 meter,6/5/2019,4:24:13,30,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/5/2019 4:25,"3.1053083, 101.6060917",136 meter,6/5/2019,4:25:58,105,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/5/2019 4:26,"3.103375, 101.6068767",33 meter,6/5/2019,4:26:33,35,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/5/2019 4:26,"3.1018167, 101.6058967",95 meter,6/5/2019,4:26:53,20,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/5/2019 4:27,"3.0992217, 101.604115",192 meter,6/5/2019,4:27:28,35,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/5/2019 4:28,"3.0971933, 101.604685",13 meter,6/5/2019,4:28:08,40,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/5/2019 4:28,"3.09681, 101.6051433",43 meter,6/5/2019,4:28:43,35,1,0
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/5/2019 4:29,"3.0960533, 101.6061267",16 meter,6/5/2019,4:29:03,20,1,0
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/5/2019 4:29,"3.09851, 101.6071533",54 meter,6/5/2019,4:29:38,35,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/5/2019 4:30,"3.1023133, 101.6080967",161 meter,6/5/2019,4:30:43,65,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/5/2019 4:31,"3.1017917, 101.6115967",194 meter,6/5/2019,4:31:33,50,1,0
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/5/2019 4:33,"3.1029067, 101.6164383",187 meter,6/5/2019,4:33:08,95,1,0
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/5/2019 4:34,"3.1079, 101.61623",85 meter,6/5/2019,4:34:08,60,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/5/2019 4:34,"3.1096183, 101.616925",54 meter,6/5/2019,4:34:33,25,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:14,"3.1112033, 101.6120069",0,6/5/2019,4:14:45,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/5/2019 4:16,"3.108715, 101.6113667",129 meter,6/5/2019,4:16:43,118,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/5/2019 4:31,"3.10178, 101.6130067",137 meter,6/5/2019,4:31:53,910,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/5/2019 4:34,"3.1098583, 101.61658",197 meter,6/5/2019,4:34:38,165,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:06,"3.1107249, 101.6126878",0,6/5/2019,4:06:50,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/5/2019 4:09,"3.1085567, 101.6113383",99 meter,6/5/2019,4:09:20,150,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/5/2019 4:10,"3.1017183, 101.6150283",189 meter,6/5/2019,4:10:35,75,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/5/2019 4:11,"3.1015017, 101.6109383",176 meter,6/5/2019,4:11:25,50,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/5/2019 4:42,"3.110655, 101.6180783",192 meter,6/5/2019,4:42:35,1870,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:06,"3.1107249, 101.6126878",0,6/5/2019,4:06:50,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/5/2019 4:09,"3.1085567, 101.6113383",111 meter,6/5/2019,4:09:20,150,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/5/2019 4:09,"3.105935, 101.6108067",108 meter,6/5/2019,4:09:45,25,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/5/2019 4:10,"3.102195, 101.6150517",120 meter,6/5/2019,4:10:30,45,1,0
5,TAMAN PERMAINAN  JLN SS 3/29,"3.09953717185688, 101.610986705879",6/5/2019 4:11,"3.1004367, 101.6109767",99 meter,6/5/2019,4:11:35,65,1,0
6,7 ELEVEN  JLN SS 3/29,"3.09682337351054, 101.611003335106",6/5/2019 4:11,"3.0976117, 101.6109383",87 meter,6/5/2019,4:11:55,20,1,0
7,RUMAH NO. 1  JLN SS 3/29,"3.09173167596204, 101.610995720938",6/5/2019 4:13,"3.0922033, 101.61092",53 meter,6/5/2019,4:13:15,80,1,0
8,PASARAYA BINTANG  JLN SS 8/29,"3.0886277, 101.6141655",6/5/2019 4:13,"3.08954, 101.612895",174 meter,6/5/2019,4:13:50,35,1,0
9,PJ21 SRI SURIA  JLN SS 8/39,"3.09009995530852, 101.614893880919",6/5/2019 4:14,"3.0894867, 101.61488",68 meter,6/5/2019,4:14:55,65,1,0
10,RUMAH NO. 9  JLN SS 1/11,"3.09328693210492, 101.616557211215",6/5/2019 4:16,"3.0924267, 101.6155267",149 meter,6/5/2019,4:16:00,65,1,0
11,RUMAH NO. 35  JLN SS 1/11,"3.09527625790925, 101.617587312955",6/5/2019 4:16,"3.0950267, 101.617275",44 meter,6/5/2019,4:16:45,45,1,0
16,MASJID/SEK REN. AGAMA  JLN 229,"3.09581055585597, 101.626158571955",6/5/2019 4:22,"3.0948, 101.6274183",179 meter,6/5/2019,4:22:45,360,1,0
17,SHELL  PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",6/5/2019 4:23,"3.0960383, 101.6296783",105 meter,6/5/2019,4:23:10,25,1,0
18,SEK. MEN. SRI UTAMA  JLN 51A/227,"3.09852573401422, 101.63231163406",6/5/2019 4:23,"3.0968883, 101.632265",181 meter,6/5/2019,4:23:35,25,1,0
19,BANGUNAN OCONNOR  JLN 51A/227,"3.1006311, 101.6326407",6/5/2019 4:24,"3.0998383, 101.63235",93 meter,6/5/2019,4:24:00,25,1,0
20,HONDA TRAINING CENTRE  JLN 51A/227,"3.10137299701371, 101.630645769085",6/5/2019 4:24,"3.1014067, 101.6314783",93 meter,6/5/2019,4:24:25,25,1,0
21,SEK. MEN. (P) SRI AMAN  JLN SS 14/47,"3.10342898876476, 101.629160797821",6/5/2019 4:25,"3.1022817, 101.629445",131 meter,6/5/2019,4:25:10,45,1,0
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",6/5/2019 4:25,"3.1039767, 101.6265733",90 meter,6/5/2019,4:25:55,45,1,0
23,WISMA JAFER ZAIDI  JLN 20/14,"3.10676403668525, 101.625344054112",6/5/2019 4:26,"3.1056267, 101.6259333",142 meter,6/5/2019,4:26:20,25,1,0
24,SHELL  JLN 21/1,"3.10958456021512, 101.623112820665",6/5/2019 4:27,"3.1087367, 101.6246867",198 meter,6/5/2019,4:27:30,70,1,0
25,HERBALINE  JLN 21/11,"3.11196181822721, 101.621221934795",6/5/2019 4:31,"3.1111767, 101.6222183",141 meter,6/5/2019,4:31:25,235,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/5/2019 4:34,"3.1128633, 101.6201667",125 meter,6/5/2019,4:34:45,200,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/5/2019 4:35,"3.11459, 101.621215",88 meter,6/5/2019,4:35:10,25,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/5/2019 4:35,"3.1161633, 101.6224883",126 meter,6/5/2019,4:35:25,15,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/5/2019 4:36,"3.117855, 101.6242683",133 meter,6/5/2019,4:36:55,90,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/5/2019 4:37,"3.12009, 101.6227233",121 meter,6/5/2019,4:37:25,30,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/5/2019 4:39,"3.1178317, 101.62002",116 meter,6/5/2019,4:39:30,125,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/5/2019 4:42,"3.112145, 101.6192267",136 meter,6/5/2019,4:42:20,170,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/5/2019 4:45,"3.1101067, 101.6162017",147 meter,6/5/2019,4:45:10,170,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/5/2019 4:28,"3.1102933, 101.6178217",0,6/5/2019,4:28:11,0,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:29,"3.110675, 101.6142",161 meter,6/5/2019,4:29:31,80,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/5/2019 4:25,"3.1181817, 101.6196333",0,6/5/2019,4:25:01,0,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/5/2019 4:26,"3.1164017, 101.621875",133 meter,6/5/2019,4:26:11,70,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/5/2019 4:26,"3.1140517, 101.6208783",33 meter,6/5/2019,4:26:51,40,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/5/2019 4:27,"3.1120183, 101.619215",124 meter,6/5/2019,4:27:51,60,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/5/2019 4:29,"3.1100483, 101.6163517",165 meter,6/5/2019,4:29:11,80,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:29,"3.1107783, 101.6135283",87 meter,6/5/2019,4:29:36,25,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:00,"3.1114115, 101.6129332",0,6/5/2019,4:00:30,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/5/2019 4:01,"3.1087883, 101.611345",124 meter,6/5/2019,4:01:55,85,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/5/2019 4:03,"3.10744, 101.6079283",173 meter,6/5/2019,4:03:20,85,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/5/2019 4:04,"3.1093867, 101.60481",125 meter,6/5/2019,4:04:25,65,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/5/2019 4:04,"3.1094683, 101.6009083",157 meter,6/5/2019,4:04:55,30,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/5/2019 4:05,"3.1094217, 101.5964267",84 meter,6/5/2019,4:05:25,30,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/5/2019 4:07,"3.1014267, 101.5983183",189 meter,6/5/2019,4:07:50,145,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/5/2019 4:08,"3.1022317, 101.6004383",9 meter,6/5/2019,4:08:40,50,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/5/2019 4:08,"3.1032617, 101.6004117",34 meter,6/5/2019,4:08:50,10,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/5/2019 4:09,"3.10484, 101.6002933",48 meter,6/5/2019,4:09:25,35,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/5/2019 4:11,"3.1053217, 101.605715",175 meter,6/5/2019,4:11:00,95,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/5/2019 4:12,"3.1030983, 101.6066933",7 meter,6/5/2019,4:12:00,60,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/5/2019 4:12,"3.1020767, 101.6060317",128 meter,6/5/2019,4:12:15,15,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/5/2019 4:13,"3.098725, 101.6037417",155 meter,6/5/2019,4:13:20,65,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/5/2019 4:13,"3.0970933, 101.6047283",6 meter,6/5/2019,4:13:50,30,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/5/2019 4:14,"3.0968283, 101.6051167",47 meter,6/5/2019,4:14:00,10,1,0
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/5/2019 4:14,"3.096245, 101.60592",45 meter,6/5/2019,4:14:15,15,1,0
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/5/2019 4:14,"3.0975167, 101.6070767",164 meter,6/5/2019,4:14:55,40,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/5/2019 4:17,"3.10193, 101.6086533",86 meter,6/5/2019,4:17:10,135,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/5/2019 4:17,"3.10156, 101.6121717",129 meter,6/5/2019,4:17:45,35,1,0
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/5/2019 4:19,"3.1029967, 101.616525",177 meter,6/5/2019,4:19:25,100,1,0
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/5/2019 4:20,"3.1080467, 101.6162517",69 meter,6/5/2019,4:20:35,70,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/5/2019 4:20,"3.10928, 101.6169917",85 meter,6/5/2019,4:20:50,15,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 4:00,"3.1114115, 101.6129332",0,6/5/2019,4:00:30,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/5/2019 4:01,"3.1087883, 101.611345",135 meter,6/5/2019,4:01:55,85,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/5/2019 4:17,"3.101565, 101.6130233",132 meter,6/5/2019,4:17:55,960,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/5/2019 4:21,"3.1098983, 101.6165417",191 meter,6/5/2019,4:21:10,195,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 3:46,"3.1111406, 101.6128603",0,6/5/2019,3:46:24,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/5/2019 3:47,"3.1091883, 101.6114733",170 meter,6/5/2019,3:47:56,92,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/5/2019 3:49,"3.1015, 101.6149333",178 meter,6/5/2019,3:49:21,85,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/5/2019 3:50,"3.1015567, 101.61099",182 meter,6/5/2019,3:50:06,45,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/5/2019 4:21,"3.1100383, 101.617615",122 meter,6/5/2019,4:21:31,1885,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 3:46,"3.1111406, 101.6128603",0,6/5/2019,3:46:24,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/5/2019 3:47,"3.1091883, 101.6114733",182 meter,6/5/2019,3:47:56,92,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/5/2019 3:48,"3.106115, 101.6107633",121 meter,6/5/2019,3:48:21,25,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/5/2019 3:49,"3.1025333, 101.6150667",148 meter,6/5/2019,3:49:11,50,1,0
5,TAMAN PERMAINAN  JLN SS 3/29,"3.09953717185688, 101.610986705879",6/5/2019 3:50,"3.10066, 101.6109183",124 meter,6/5/2019,3:50:16,65,1,0
6,7 ELEVEN  JLN SS 3/29,"3.09682337351054, 101.611003335106",6/5/2019 3:50,"3.0977733, 101.6109333",105 meter,6/5/2019,3:50:36,20,1,0
7,RUMAH NO. 1  JLN SS 3/29,"3.09173167596204, 101.610995720938",6/5/2019 3:52,"3.0935083, 101.6109",197 meter,6/5/2019,3:52:51,135,1,0
8,PASARAYA BINTANG  JLN SS 8/29,"3.0886277, 101.6141655",6/5/2019 3:53,"3.0884983, 101.6130267",127 meter,6/5/2019,3:53:46,55,1,0
9,PJ21 SRI SURIA  JLN SS 8/39,"3.09009995530852, 101.614893880919",6/5/2019 3:55,"3.0897067, 101.6149817",45 meter,6/5/2019,3:55:06,80,1,0
10,RUMAH NO. 9  JLN SS 1/11,"3.09328693210492, 101.616557211215",6/5/2019 3:55,"3.0924567, 101.6150121",195 meter,6/5/2019,3:55:56,50,1,0
11,RUMAH NO. 35  JLN SS 1/11,"3.09527625790925, 101.617587312955",6/5/2019 3:56,"3.0949367, 101.617195",58 meter,6/5/2019,3:56:46,50,1,0
16,MASJID/SEK REN. AGAMA  JLN 229,"3.09581055585597, 101.626158571955",6/5/2019 4:01,"3.0946733, 101.6273583",183 meter,6/5/2019,4:01:56,310,1,0
17,SHELL  PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",6/5/2019 4:02,"3.0957967, 101.62898",187 meter,6/5/2019,4:02:21,25,1,0
18,SEK. MEN. SRI UTAMA  JLN 51A/227,"3.09852573401422, 101.63231163406",6/5/2019 4:03,"3.09737, 101.6322733",128 meter,6/5/2019,4:03:31,70,1,0
19,BANGUNAN OCONNOR  JLN 51A/227,"3.1006311, 101.6326407",6/5/2019 4:03,"3.1002783, 101.6323633",50 meter,6/5/2019,4:03:56,25,1,0
20,HONDA TRAINING CENTRE  JLN 51A/227,"3.10137299701371, 101.630645769085",6/5/2019 4:04,"3.1013683, 101.6315883",105 meter,6/5/2019,4:04:16,20,1,0
21,SEK. MEN. (P) SRI AMAN  JLN SS 14/47,"3.10342898876476, 101.629160797821",6/5/2019 4:05,"3.10308, 101.6294383",49 meter,6/5/2019,4:05:11,55,1,0
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",6/5/2019 4:05,"3.1041, 101.6274233",182 meter,6/5/2019,4:05:31,20,1,0
23,WISMA JAFER ZAIDI  JLN 20/14,"3.10676403668525, 101.625344054112",6/5/2019 4:06,"3.1064483, 101.6257533",57 meter,6/5/2019,4:06:26,55,1,0
24,SHELL  JLN 21/1,"3.10958456021512, 101.623112820665",6/5/2019 4:07,"3.1087316, 101.6246817",198 meter,6/5/2019,4:07:26,60,1,0
25,HERBALINE  JLN 21/11,"3.11196181822721, 101.621221934795",6/5/2019 4:09,"3.1114033, 101.621935",100 meter,6/5/2019,4:09:31,125,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/5/2019 4:12,"3.1127659, 101.620234",132 meter,6/5/2019,4:12:46,195,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/5/2019 4:13,"3.11461, 101.6212633",83 meter,6/5/2019,4:13:16,30,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/5/2019 4:14,"3.11668, 101.6229317",52 meter,6/5/2019,4:14:06,50,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/5/2019 4:15,"3.1184133, 101.6240983",69 meter,6/5/2019,4:15:16,70,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/5/2019 4:15,"3.1200383, 101.62267",120 meter,6/5/2019,4:15:36,20,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/5/2019 4:16,"3.118265, 101.6194817",192 meter,6/5/2019,4:16:51,75,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/5/2019 4:21,"3.1119433, 101.6190933",110 meter,6/5/2019,4:21:11,260,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/5/2019 4:23,"3.1100283, 101.6163283",164 meter,6/5/2019,4:23:26,135,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/5/2019 3:42,"3.1112922, 101.6118768",0,6/5/2019,3:42:31,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/5/2019 3:43,"3.1086517, 101.6113283",109 meter,6/5/2019,3:43:58,87,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/5/2019 3:44,"3.1074067, 101.60794",175 meter,6/5/2019,3:44:38,40,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/5/2019 3:45,"3.1092833, 101.6052867",179 meter,6/5/2019,3:45:48,70,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/5/2019 3:46,"3.10949, 101.6012683",197 meter,6/5/2019,3:46:18,30,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/5/2019 3:46,"3.1094883, 101.5975417",183 meter,6/5/2019,3:46:38,20,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/5/2019 3:49,"3.1015667, 101.5994867",59 meter,6/5/2019,3:49:13,155,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/5/2019 3:49,"3.1019083, 101.6005017",45 meter,6/5/2019,3:49:43,30,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/5/2019 3:49,"3.10305, 101.6004483",57 meter,6/5/2019,3:49:53,10,1,0
