Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,Date,Time,duration,weather,peak
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/2/2019 12:53,"3.118265, 101.619525",188 meter,6/2/2019,12:53:42,120,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/2/2019 12:55,"3.1119433, 101.619065",108 meter,6/2/2019,12:55:12,90,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/2/2019 12:56,"3.11004, 101.616305",161 meter,6/2/2019,12:56:07,55,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/2/2019 12:19,"3.1075078, 101.5949508",0,6/2/2019,12:19:32,0,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/2/2019 12:30,"3.1177383, 101.624965",0,6/2/2019,12:30:15,0,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/2/2019 12:30,"3.1175608, 101.6244185",154 meter,6/2/2019,12:30:25,10,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/2/2019 12:31,"3.1201833, 101.62263",107 meter,6/2/2019,12:31:20,55,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/2/2019 12:33,"3.1183533, 101.6194683",199 meter,6/2/2019,12:33:25,125,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/2/2019 12:34,"3.1163367, 101.621975",128 meter,6/2/2019,12:34:25,60,1,0
20,KK MART  JLN BARAT,"3.101009, 101.641442",6/2/2019 12:22,"3.1010083, 101.642005",0,6/2/2019,12:22:15,0,1,0
39,KK MART  JLN BARAT,"3.101009, 101.641442",6/2/2019 12:22,"3.1010083, 101.642005",63 meter,6/2/2019,12:22:15,0,1,0
40,ARMADA HOTEL  L/RAYA PERSEKUTUAN,"3.10337610253677, 101.64025799142",6/2/2019 12:23,"3.1025367, 101.63996",99 meter,6/2/2019,12:23:15,60,1,0
21,LRT ASIA JAYA,"3.104008, 101.639197",6/2/2019 12:23,"3.1033733, 101.6394767",77 meter,6/2/2019,12:23:25,10,1,0
22,SK SRI PETALING (OPP)  JLN SEMANGAT,"3.108627, 101.639347",6/2/2019 12:24,"3.1071533, 101.6395483",164 meter,6/2/2019,12:24:20,55,1,0
23,JAYA 33 SEKYSEN 14 (OPP)-JLN SEMANGAT,"3.11048667305831, 101.636358887321",6/2/2019 12:25,"3.109465, 101.6376117",179 meter,6/2/2019,12:25:05,45,1,0
24,QUILL  9  JLN SEMANGAT,"3.11422237810662, 101.632655920245",6/2/2019 12:26,"3.1131167, 101.6338867",183 meter,6/2/2019,12:26:20,75,1,0
25,HOTEL LISA DE INN -  JLN UNIVERSITI,"3.11828765085725, 101.630664864952",6/2/2019 12:27,"3.1165783, 101.6303417",192 meter,6/2/2019,12:27:05,45,1,0
26,DKSH HOLDING  (OPP)  JLN UNIVERSITI,"3.11886100000001, 101.63325",6/2/2019 12:38,"3.11864, 101.6319567",146 meter,6/2/2019,12:38:40,695,1,0
27,FLAT  SEKYSEN 17 / JAYA ONE-JLN UNIVERSITI,"3.11908322643839, 101.635485060643",6/2/2019 12:39,"3.118875, 101.63438",125 meter,6/2/2019,12:39:05,25,1,0
28,UIA PJ  JLN UNIVERSITI,"3.11876691931384, 101.639601270106",6/2/2019 12:40,"3.118822, 101.6379031",189 meter,6/2/2019,12:40:15,70,1,0
29,MASJID KOLEJ ISLAM MALAYA  JLN UNIVERSITI,"3.118676, 101.640734",6/2/2019 12:41,"3.118705, 101.6402817",50 meter,6/2/2019,12:41:20,65,1,0
30,SMK ABDUL SAMAD  JLN UNIVERSITI,"3.11854103303284, 101.645076785236",6/2/2019 12:41,"3.1184883, 101.6437283",150 meter,6/2/2019,12:41:55,35,1,0
31,MAHSA UNI/INTAN  JLN UNIVERSITI,"3.11708077207259, 101.649737772469",6/2/2019 12:42,"3.118125, 101.6483167",196 meter,6/2/2019,12:42:35,40,1,0
32,PPUM CERIA (OPP)  JLN UNIVERSITI,"3.11433889012877, 101.651045337682",6/2/2019 12:44,"3.1155217, 101.650575",141 meter,6/2/2019,12:44:00,85,1,0
41,LRT TMN JAYA,"3.10406750238446, 101.645327729448",6/2/2019 12:49,"3.1038617, 101.6469833",185 meter,6/2/2019,12:49:05,305,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 11:57,"3.1107367, 101.6132983",0,6/2/2019,11:57:36,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/2/2019 12:00,"3.10875, 101.6114367",122 meter,6/2/2019,12:00:25,169,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/2/2019 12:02,"3.1018533, 101.615025",191 meter,6/2/2019,12:02:05,100,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/2/2019 12:03,"3.10114, 101.6109217",181 meter,6/2/2019,12:03:20,75,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/2/2019 12:31,"3.1101633, 101.6177233",136 meter,6/2/2019,12:31:10,1670,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 11:57,"3.1107367, 101.6132983",0,6/2/2019,11:57:36,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/2/2019 12:00,"3.10875, 101.6114367",135 meter,6/2/2019,12:00:25,169,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/2/2019 12:01,"3.1059083, 101.6109717",90 meter,6/2/2019,12:01:05,40,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/2/2019 12:01,"3.1026683, 101.6150283",157 meter,6/2/2019,12:01:55,50,1,0
5,TAMAN PERMAINAN  JLN SS 3/29,"3.09953717185688, 101.610986705879",6/2/2019 12:03,"3.10114, 101.6109217",177 meter,6/2/2019,12:03:20,85,1,0
6,7 ELEVEN  JLN SS 3/29,"3.09682337351054, 101.611003335106",6/2/2019 12:03,"3.098055, 101.6109583",136 meter,6/2/2019,12:03:50,30,1,0
7,RUMAH NO. 1  JLN SS 3/29,"3.09173167596204, 101.610995720938",6/2/2019 12:04,"3.0933117, 101.611015",175 meter,6/2/2019,12:04:50,60,1,0
8,PASARAYA BINTANG  JLN SS 8/29,"3.0886277, 101.6141655",6/2/2019 12:05,"3.0887933, 101.6130817",122 meter,6/2/2019,12:05:45,55,1,0
9,PJ21 SRI SURIA  JLN SS 8/39,"3.09009995530852, 101.614893880919",6/2/2019 12:06,"3.0898433, 101.6149817",30 meter,6/2/2019,12:06:55,70,1,0
10,RUMAH NO. 9  JLN SS 1/11,"3.09328693210492, 101.616557211215",6/2/2019 12:07,"3.092415, 101.6156383",140 meter,6/2/2019,12:07:55,60,1,0
11,RUMAH NO. 35  JLN SS 1/11,"3.09527625790925, 101.617587312955",6/2/2019 12:08,"3.0944717, 101.61696",113 meter,6/2/2019,12:08:55,60,1,0
16,MASJID/SEK REN. AGAMA  JLN 229,"3.09581055585597, 101.626158571955",6/2/2019 12:15,"3.0946354, 101.6273891",189 meter,6/2/2019,12:15:55,420,1,0
17,SHELL  PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",6/2/2019 12:16,"3.0958517, 101.62889",195 meter,6/2/2019,12:16:20,25,1,0
18,SEK. MEN. SRI UTAMA  JLN 51A/227,"3.09852573401422, 101.63231163406",6/2/2019 12:17,"3.0969991, 101.6321877",169 meter,6/2/2019,12:17:05,45,1,0
19,BANGUNAN OCONNOR  JLN 51A/227,"3.1006311, 101.6326407",6/2/2019 12:17,"3.100275, 101.6323467",51 meter,6/2/2019,12:17:45,40,1,0
20,HONDA TRAINING CENTRE  JLN 51A/227,"3.10137299701371, 101.630645769085",6/2/2019 12:18,"3.1013667, 101.6317133",119 meter,6/2/2019,12:18:10,25,1,0
21,SEK. MEN. (P) SRI AMAN  JLN SS 14/47,"3.10342898876476, 101.629160797821",6/2/2019 12:19,"3.1024567, 101.6294933",114 meter,6/2/2019,12:19:20,70,1,0
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",6/2/2019 12:19,"3.1039467, 101.6266767",102 meter,6/2/2019,12:19:55,35,1,0
23,WISMA JAFER ZAIDI  JLN 20/14,"3.10676403668525, 101.625344054112",6/2/2019 12:20,"3.1059083, 101.6259067",113 meter,6/2/2019,12:20:30,35,1,0
24,SHELL  JLN 21/1,"3.10958456021512, 101.623112820665",6/2/2019 12:22,"3.1087583, 101.6245217",181 meter,6/2/2019,12:22:00,90,1,0
25,HERBALINE  JLN 21/11,"3.11196181822721, 101.621221934795",6/2/2019 12:23,"3.1113433, 101.622065",116 meter,6/2/2019,12:23:40,100,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/2/2019 12:24,"3.1127383, 101.62026",134 meter,6/2/2019,12:24:00,20,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/2/2019 12:24,"3.114755, 101.621355",64 meter,6/2/2019,12:24:35,35,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/2/2019 12:25,"3.116595, 101.622865",64 meter,6/2/2019,12:25:00,25,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/2/2019 12:26,"3.1179733, 101.6242633",121 meter,6/2/2019,12:26:30,90,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/2/2019 12:27,"3.12021, 101.6225583",98 meter,6/2/2019,12:27:00,30,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/2/2019 12:28,"3.1179733, 101.6198583",140 meter,6/2/2019,12:28:40,100,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/2/2019 12:30,"3.1118033, 101.6190383",94 meter,6/2/2019,12:30:45,125,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/2/2019 12:32,"3.1098933, 101.6165",187 meter,6/2/2019,12:32:30,105,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 11:56,"3.1113463, 101.6117893",0,6/2/2019,11:56:45,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/2/2019 11:57,"3.1092417, 101.611655",180 meter,6/2/2019,11:57:17,32,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/2/2019 11:58,"3.1074333, 101.607905",171 meter,6/2/2019,11:58:17,60,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/2/2019 11:59,"3.109415, 101.60523",171 meter,6/2/2019,11:59:12,55,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/2/2019 12:00,"3.10944, 101.6004783",109 meter,6/2/2019,12:00:17,65,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/2/2019 12:00,"3.1094067, 101.5974233",168 meter,6/2/2019,12:00:37,20,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/2/2019 12:02,"3.1014883, 101.5982417",197 meter,6/2/2019,12:02:37,120,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/2/2019 12:04,"3.1025317, 101.600445",27 meter,6/2/2019,12:04:12,95,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/2/2019 12:04,"3.1036483, 101.6003717",12 meter,6/2/2019,12:04:22,10,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/2/2019 12:04,"3.1045483, 101.60025",71 meter,6/2/2019,12:04:32,10,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/2/2019 12:06,"3.1053367, 101.605795",167 meter,6/2/2019,12:06:27,115,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/2/2019 12:07,"3.10362, 101.6070417",65 meter,6/2/2019,12:07:17,50,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/2/2019 12:07,"3.1016833, 101.6057917",77 meter,6/2/2019,12:07:47,30,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/2/2019 12:08,"3.0991867, 101.6041233",188 meter,6/2/2019,12:08:32,45,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/2/2019 12:09,"3.0970667, 101.6048683",12 meter,6/2/2019,12:09:42,70,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/2/2019 12:09,"3.0965733, 101.6054717",4 meter,6/2/2019,12:09:57,15,1,0
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/2/2019 12:10,"3.0962705, 101.6058456",54 meter,6/2/2019,12:10:07,10,1,0
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/2/2019 12:11,"3.0979433, 101.607115",116 meter,6/2/2019,12:11:17,70,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/2/2019 12:12,"3.1020583, 101.6084133",116 meter,6/2/2019,12:12:42,85,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/2/2019 12:13,"3.1015517, 101.6117217",179 meter,6/2/2019,12:13:12,30,1,0
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/2/2019 12:15,"3.102935, 101.6164467",184 meter,6/2/2019,12:15:02,110,1,0
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/2/2019 12:16,"3.106855, 101.6162267",199 meter,6/2/2019,12:16:27,85,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/2/2019 12:16,"3.1094033, 101.6171017",84 meter,6/2/2019,12:16:57,30,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 11:56,"3.1113463, 101.6117893",0,6/2/2019,11:56:45,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/2/2019 11:57,"3.1092417, 101.611655",195 meter,6/2/2019,11:57:17,32,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/2/2019 12:13,"3.1016217, 101.612635",175 meter,6/2/2019,12:13:27,970,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/2/2019 12:17,"3.1099967, 101.6162983",162 meter,6/2/2019,12:17:12,225,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/2/2019 12:17,"3.1104617, 101.617905",0,6/2/2019,12:17:29,0,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 12:20,"3.11082, 101.61381",119 meter,6/2/2019,12:20:29,180,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/2/2019 12:13,"3.1181, 101.6197517",0,6/2/2019,12:13:14,0,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/2/2019 12:14,"3.1163433, 101.6219367",127 meter,6/2/2019,12:14:14,60,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/2/2019 12:16,"3.11392, 101.62084",24 meter,6/2/2019,12:16:54,160,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/2/2019 12:17,"3.1124083, 101.6194833",177 meter,6/2/2019,12:17:09,15,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/2/2019 12:20,"3.1100967, 101.6162367",151 meter,6/2/2019,12:20:04,175,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 12:20,"3.11082, 101.61381",119 meter,6/2/2019,12:20:29,25,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 11:46,"3.1113022, 101.6120062",0,6/2/2019,11:46:31,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/2/2019 11:49,"3.10903, 101.611455",152 meter,6/2/2019,11:49:00,149,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/2/2019 11:51,"3.1018117, 101.6150267",190 meter,6/2/2019,11:51:10,130,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/2/2019 11:52,"3.1013467, 101.6109467",179 meter,6/2/2019,11:52:10,60,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/2/2019 12:27,"3.1105367, 101.617975",176 meter,6/2/2019,12:27:50,2140,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 11:46,"3.1113022, 101.6120062",0,6/2/2019,11:46:31,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/2/2019 11:49,"3.10903, 101.611455",165 meter,6/2/2019,11:49:00,149,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/2/2019 11:50,"3.1059133, 101.61101",86 meter,6/2/2019,11:50:10,70,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/2/2019 11:50,"3.1030017, 101.6149783",185 meter,6/2/2019,11:50:55,45,1,0
5,TAMAN PERMAINAN  JLN SS 3/29,"3.09953717185688, 101.610986705879",6/2/2019 11:52,"3.1009117, 101.6109817",152 meter,6/2/2019,11:52:15,80,1,0
6,7 ELEVEN  JLN SS 3/29,"3.09682337351054, 101.611003335106",6/2/2019 11:52,"3.0971617, 101.6110117",37 meter,6/2/2019,11:52:50,35,1,0
7,RUMAH NO. 1  JLN SS 3/29,"3.09173167596204, 101.610995720938",6/2/2019 11:54,"3.0934683, 101.6109433",192 meter,6/2/2019,11:54:00,70,1,0
8,PASARAYA BINTANG  JLN SS 8/29,"3.0886277, 101.6141655",6/2/2019 11:54,"3.08951, 101.6129483",167 meter,6/2/2019,11:54:55,55,1,0
9,PJ21 SRI SURIA  JLN SS 8/39,"3.09009995530852, 101.614893880919",6/2/2019 11:56,"3.089895, 101.6149",23 meter,6/2/2019,11:56:55,120,1,0
10,RUMAH NO. 9  JLN SS 1/11,"3.09328693210492, 101.616557211215",6/2/2019 11:58,"3.0923933, 101.6156967",138 meter,6/2/2019,11:58:15,80,1,0
11,RUMAH NO. 35  JLN SS 1/11,"3.09527625790925, 101.617587312955",6/2/2019 11:59,"3.0953033, 101.6174417",16 meter,6/2/2019,11:59:25,70,1,0
16,MASJID/SEK REN. AGAMA  JLN 229,"3.09581055585597, 101.626158571955",6/2/2019 12:06,"3.0946665, 101.6274007",187 meter,6/2/2019,12:06:40,435,1,0
17,SHELL  PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",6/2/2019 12:07,"3.0958733, 101.6290633",175 meter,6/2/2019,12:07:25,45,1,0
18,SEK. MEN. SRI UTAMA  JLN 51A/227,"3.09852573401422, 101.63231163406",6/2/2019 12:08,"3.0973283, 101.6322883",132 meter,6/2/2019,12:08:15,50,1,0
19,BANGUNAN OCONNOR  JLN 51A/227,"3.1006311, 101.6326407",6/2/2019 12:09,"3.1003467, 101.6323517",45 meter,6/2/2019,12:09:00,45,1,0
20,HONDA TRAINING CENTRE  JLN 51A/227,"3.10137299701371, 101.630645769085",6/2/2019 12:09,"3.101385, 101.631515",97 meter,6/2/2019,12:09:20,20,1,0
21,SEK. MEN. (P) SRI AMAN  JLN SS 14/47,"3.10342898876476, 101.629160797821",6/2/2019 12:10,"3.1025133, 101.6295333",109 meter,6/2/2019,12:10:10,50,1,0
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",6/2/2019 12:10,"3.1040267, 101.6270533",142 meter,6/2/2019,12:10:40,30,1,0
23,WISMA JAFER ZAIDI  JLN 20/14,"3.10676403668525, 101.625344054112",6/2/2019 12:11,"3.1056783, 101.6258867",134 meter,6/2/2019,12:11:10,30,1,0
24,SHELL  JLN 21/1,"3.10958456021512, 101.623112820665",6/2/2019 12:12,"3.1087933, 101.6245717",184 meter,6/2/2019,12:12:10,60,1,0
25,HERBALINE  JLN 21/11,"3.11196181822721, 101.621221934795",6/2/2019 12:14,"3.1112667, 101.622175",131 meter,6/2/2019,12:14:45,155,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/2/2019 12:15,"3.112925, 101.6200317",126 meter,6/2/2019,12:15:10,25,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/2/2019 12:16,"3.114995, 101.6215083",32 meter,6/2/2019,12:16:10,60,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/2/2019 12:17,"3.11629, 101.62258",109 meter,6/2/2019,12:17:50,100,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/2/2019 12:20,"3.1177183, 101.6243367",150 meter,6/2/2019,12:20:10,140,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/2/2019 12:21,"3.1201033, 101.622665",115 meter,6/2/2019,12:21:20,70,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/2/2019 12:23,"3.1180333, 101.6198267",146 meter,6/2/2019,12:23:20,120,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/2/2019 12:27,"3.111945, 101.619095",110 meter,6/2/2019,12:27:35,255,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/2/2019 12:30,"3.1099517, 101.6164483",179 meter,6/2/2019,12:30:00,145,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 11:40,"3.1113001, 101.6120067",0,6/2/2019,11:40:01,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/2/2019 11:41,"3.1093283, 101.61145",185 meter,6/2/2019,11:41:47,106,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/2/2019 11:42,"3.107425, 101.6077517",155 meter,6/2/2019,11:42:42,55,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/2/2019 11:43,"3.1092583, 101.605315",182 meter,6/2/2019,11:43:32,50,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/2/2019 11:44,"3.1094867, 101.6003667",97 meter,6/2/2019,11:44:37,65,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/2/2019 11:45,"3.1094883, 101.5967033",108 meter,6/2/2019,11:45:07,30,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/2/2019 11:46,"3.1015033, 101.598725",144 meter,6/2/2019,11:46:51,104,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/2/2019 11:48,"3.102475, 101.600505",24 meter,6/2/2019,11:48:01,70,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/2/2019 11:48,"3.1030133, 101.600485",62 meter,6/2/2019,11:48:06,5,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/2/2019 11:48,"3.1043733, 101.600435",77 meter,6/2/2019,11:48:46,40,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/2/2019 11:51,"3.105415, 101.6057833",172 meter,6/2/2019,11:51:06,140,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/2/2019 11:52,"3.1032083, 101.6068983",20 meter,6/2/2019,11:52:16,70,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/2/2019 11:53,"3.101635, 101.6059567",82 meter,6/2/2019,11:53:01,45,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/2/2019 11:54,"3.0984967, 101.6037667",132 meter,6/2/2019,11:54:24,83,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/2/2019 11:55,"3.0971233, 101.60476",2 meter,6/2/2019,11:55:19,55,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/2/2019 11:55,"3.0966617, 101.605395",11 meter,6/2/2019,11:55:34,15,1,0
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/2/2019 11:56,"3.09615, 101.60603",29 meter,6/2/2019,11:56:09,35,1,0
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/2/2019 11:56,"3.09744, 101.6071767",172 meter,6/2/2019,11:56:49,40,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/2/2019 11:57,"3.1017267, 101.6081317",137 meter,6/2/2019,11:57:19,30,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/2/2019 11:58,"3.1015633, 101.61183",167 meter,6/2/2019,11:58:04,45,1,0
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/2/2019 11:59,"3.1030081, 101.6166594",177 meter,6/2/2019,11:59:44,100,1,0
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/2/2019 12:00,"3.1072717, 101.6161717",154 meter,6/2/2019,12:00:39,55,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/2/2019 12:01,"3.1094197, 101.6170699",80 meter,6/2/2019,12:01:14,35,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 11:40,"3.1113001, 101.6120067",0,6/2/2019,11:40:01,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/2/2019 11:41,"3.1093283, 101.61145",196 meter,6/2/2019,11:41:47,106,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/2/2019 11:58,"3.10154, 101.6128633",150 meter,6/2/2019,11:58:19,992,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/2/2019 12:01,"3.1098617, 101.6165567",194 meter,6/2/2019,12:01:24,185,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/2/2019 10:59,"3.1110039, 101.6127949",0,6/2/2019,10:59:31,0,1,1
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/2/2019 11:01,"3.1089783, 101.611425",146 meter,6/2/2019,11:01:16,105,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/2/2019 11:02,"3.1016617, 101.615005",186 meter,6/2/2019,11:02:56,100,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/2/2019 11:03,"3.1016083, 101.6110333",186 meter,6/2/2019,11:03:46,50,1,0
